7/21/2003,Apple Co-Founder Creates Electronic ID Tags,"Stephen Wozniak and his new company, Wheels of Zeus, are set to introduce wireless location-monitoring technology that uses electronic tags to help people keep track of their animals, children or property; company has initial accords with two large American consumer electronics makers to produce first commercial systems based on its technology; Wozniak says simple and inexpensive wireless network uses radio signals and global positioning satellite data to keep track of cluster of inexpensive tags within one- or two-mile radius of each base station, interview; photo (M)"
7/17/2003,Female Golfer Is Using Big Apple Classic to Prepare for PGA Event,"Suzy Whaley prepares for Greater Hartford Open, where she will face men on PGA Tour; photo (M)"
8/18/2003,New Economy; How an extra 32 bits can make all the difference for computer users.,"Apple Computer's new Power Mac G5 desktop computers use 64-bit microprocessor, significant step beyond 32-bit processor on current Apple machines and most Windows-based PC's; impact will initially be felt by professionals who are working at limits of existing PC's, but soon new chips will affect everyday computer users, for whom new generation of media machines should offer remarkable improvements in audio and visual effects; Advanced Micro Devices plans to introduce 64-bit processor, Athlon 64 FX; Intel introduced 64-bit Itanium chip in 2001, but unlike Apple's and Advanced Micro's, it is not processor to which users of lesser chips can easily switch (M)"
8/17/2003,Lost in the Music,"Stephen Rodrick article profiles musician, composer and producer Jon Brion, known for his ability to process melodies and turn them inside out; has produced and conceived arrangements for Fiona Apple, among others, but is considering abandoning ancillary projects to concentrate on his own material; photos (L)"
8/20/2003,Corrections,"Correction of Aug 18 article on 64-bit processors for desktop computers, which misstated theoretical maximum amount of memory it can handle"
8/14/2003,"With the Apples Arriving by E-Mail, Teachers Adapt","Teachers comfortable with new Internet technology are building Web sites where they display class news and schedules and where students can post examples of their work; some are asking for homework to be submitted electronically; class Weblogs may supplant static sites soon; education experts predict next trend will be rapid proliferation of hand-held devices with foldout keyboards, which will be easier to use, less expensive and easily adaptable to data sharing; photo; sites geared for teachers noted (M)"
8/17/2003,"Business; Yes, Assembly Lines Can Mix Apples and Oranges",Honda Moto
8/12/2003,"From Hewlett, Digital Cameras, Bells and Whistles","Hewlett-Packard Co chief executive Carleton S Fiorina announces great number of new computers and digital imaging products with expensive marketing campaign at heavily promoted product introduction event in New York; Hewlett offers vast array of goods, with 158 variations; Fiorina says Hewlett will spend $300 million to market its new product line; photo (M)"
8/17/2003,Business; It's Back. But Can the New Napster Survive?,"Roxio Inc,"
8/4/2003,Strong Hope Never Wavers In Upsetting Empire Maker,Strong Hope wins Jim Dandy Stakes (M)
8/31/2003,Paumanok At Its Best,"THREE whites show why 20-year-old Paumanok Vineyards is closing in on the W&#246;lffer Estate for the title of Long Island's best all-around winery.     Paumanok's 2002 chenin blanc, 2002 Festival chardonnay and 2001 barrel-fermented chardonnay are class acts. Though food-worthy, each is a cocktail wine -- a first-rate aperitif.   "
8/3/2003,The World; Of Fences and Neighbors,Phillis Levin article on difference between 'fence' and 'wall' and Robert Frost's poem Mending Wall; photo (M)
9/28/2003,A Vintage Crop of Apples After Years of Trouble,"New York apple farmers have bumper crop after several years in which drought, hail, hurricane and frost devastated apples in Hudson Valley; expect harvest of 24 million bushels, up from 16 million last year, when late frost killed blossoms on many trees; photos (L)"
9/18/2003,"First Aid; For a Creaky Mac, Tricks to Jog the Memory","Free utilities are available to help Macintosh computers perform to optimum capability even if some memory is being used to manage extensions, small programs that may strain computer's available memory (M)"
9/17/2003,A Little Pucker From New Zealand,Forage Organic Apple Glaze is being imported from New Zealand; photo (S)
9/14/2003,Business People; Don't Disturb the Boss. He's Cruisin' on a Harley.,Atlas World Group chief
9/11/2003,"Within a Lilliputian Player, a Hefty Archive That Travels","Article explains how portable jukeboxes, like Creative Nomad Jukebox Zen or Apple iPod, work; hard drive, where songs are stored, have shrunk so much in recent years that they can hold up to 60 gigabytes; songs are kept in library and each has its own code assigned by player's music-management software; illustration shows inside of jukebox and notes how particular music is accessed (M)"
9/22/2003,the end user / A voice for the consumer : Success in Appleland,"In the business of personal computers, does size matter? If you ask Steve Jobs, the celebrated co-founder and chief executive of Apple Computer, the answer is a resounding ""it depends."". Jobs was in Paris last week for Apple Expo, the annual Eur"
9/3/2003,To Ease the Wait For the Train Or the Taxi,"The Campbell Apartment in Grand Central Terminal specializes in classic cocktails, some from the 1920's and 30's. At the small bar it has opened in a former taxi stand at the entrance to the station at 43rd Street and Vanderbilt Avenue, it has come up with some new ones, themed to the location.    One of them, Vanderbilt Punch, far right, is a tall, lightly sweetened refresher made with rum, Cointreau, cranberry and papaya juices, and a slice of orange.  "
9/12/2003,"Houses With Orchards: Start Canning, or Watch the Deer Get Fat","Interview with Carol Trainor on living in house with orchard in Cherry Log, Ga; brief descriptions and photos of similar properties for sale around US (M)"
9/5/2003,Sony's next product:music downloading,"Executives of Sony said Thursday that the company planned its own music-download service next year in the United States, Europe and Japan to bolster its flagging music business..At their annual products show in Paris, Sony executives also said the comp"
9/7/2003,"THE NEW SEASON/MUSIC: Rebounds, Repertory and Rascally Rhymes; Girls? Check. Cristal? Check. iPod? Check.","FOR the first 30 seconds of his recent video ''Pimp,'' the rapper 50 Cent lovingly caresses an iPod portable digital music player as three scantily clad women lovingly caress him. The rapper and the women are dressed all in white, a perfect match for the sleek white design of the iPod, which has exactly as many close-ups as 50 Cent does in the video's opening scenes.    Whether it's a paid endorsement or not is beside the point. The iPod looks like it belongs in the video. As Microsoft has been cast in the role of Goliath in the personal computing wars, Macintosh has been playing David. And right now the stone in its slingshot is music. Not only is the iPod the top digital music player in the field, but earlier this year Apple's iTunes Music Store became the first legitimate music downloading service viewed as a success in the business, with one million songs downloaded (at 99 cents each) in its first week. The figure is impressive considering that less than 1 percent of the country's home computers are Macintoshs that are compatible with the iTunes Music Store.  "
10/23/2003,Apple's Latest 0.1 Adds a Lot,"David Pogue State of the Art column comments on Apple's release of new Macintosh Operating System OS X 10.3; holds that new system, also called Panther, is stable, faster and better equipped and more secure than previous version and Microsoft Windows platforms; drawing (M)"
